"","country","topic","sum"
"95","Uruguay","temporal analysis",24.7886083604658
"96","Venezuela","temporal analysis",25.3944002552053
"97","Argentina","remote sensing",63.6754698956108
"98","Bolivia","remote sensing",13.8387117804419
"99","Brazil","remote sensing",218.338220921396
"100","Chile","remote sensing",46.0283734136577
"101","Colombia","remote sensing",10.9069263943893
"102","Costa.Rica","remote sensing",7.08022409505821
"103","Ecuador","remote sensing",5.51015347432686
"104","Mexico","remote sensing",73.0987242207947
"105","Panama","remote sensing",3.32143975904006
"106","Peru","remote sensing",19.4201854510752
"107","Uruguay","remote sensing",3.35263538645603
"108","Venezuela","remote sensing",6.41432178633424
"109","Argentina","simulation modeling",112.759125055518
"110","Bolivia","simulation modeling",22.2568799205319
"111","Brazil","simulation modeling",446.388978040926
"112","Chile","simulation modeling",99.192313474245
"113","Colombia","simulation modeling",25.1731248768422
"114","Costa.Rica","simulation modeling",20.8874591335004
"115","Ecuador","simulation modeling",16.9529107541026
"116","Mexico","simulation modeling",139.857557562642
"117","Panama","simulation modeling",4.93665191549026
"118","Peru","simulation modeling",35.7125948410958
"119","Uruguay","simulation modeling",13.0716246797023
"120","Venezuela","simulation modeling",10.2305728638862
"121","Argentina","risk assessment",42.3252709129075
"122","Bolivia","risk assessment",7.44847505990695
"123","Brazil","risk assessment",127.472198580755
"124","Chile","risk assessment",33.4335758340669
"125","Colombia","risk assessment",9.23295482249564
"126","Costa.Rica","risk assessment",6.10207004756579
"127","Ecuador","risk assessment",5.66610724133501
"128","Mexico","risk assessment",65.1718834663591
"129","Panama","risk assessment",2.81534038218605
"130","Peru","risk assessment",24.5428218815906
"131","Uruguay","risk assessment",2.46818791381485
"132","Venezuela","risk assessment",5.41862442887879
"133","Argentina","signal processing",39.2458303554397
"134","Bolivia","signal processing",5.25045592997143
"135","Brazil","signal processing",115.612397492225
"136","Chile","signal processing",45.1255685699611
"137","Colombia","signal processing",9.42241883584829
"138","Costa.Rica","signal processing",4.67861691024588
"139","Ecuador","signal processing",2.90898192189484
"140","Mexico","signal processing",42.7589599111984
"141","Panama","signal processing",1.13404935920153
"142","Peru","signal processing",8.98966283135174
"143","Uruguay","signal processing",3.17845925145944
"144","Venezuela","signal processing",4.85743165783099
"145","Argentina","analytical chemistry",109.708766798426
"146","Bolivia","analytical chemistry",11.1693107768509
"147","Brazil","analytical chemistry",570.430219379125
"148","Chile","analytical chemistry",89.3618179130657
"149","Colombia","analytical chemistry",24.4809878180304
"150","Costa.Rica","analytical chemistry",9.77044723618446
"151","Ecuador","analytical chemistry",3.84615659327544
"152","Mexico","analytical chemistry",66.3554937547252
"153","Panama","analytical chemistry",2.5140855915396
"154","Peru","analytical chemistry",17.7853718500253
"155","Uruguay","analytical chemistry",7.41044980909975
"156","Venezuela","analytical chemistry",19.1791248304472
